id;origen;fuente;no_enviar_email;no_llamar;compra;visitas_total;tiempo_en_site_total;paginas_vistas_visita;ult_actividad;ambito;ocupacion;conociste_google;conociste_revista;conociste_periodico;conociste_youtube;conociste_facebook;conociste_referencias;score_actividad;score_perfil;descarga_lm
595041;API;Chat;No;No;0;0;0;0;Email Opened;Select;Unemployed;No;No;No;No;No;No;;;No
595012;Landing Page Submission;Organic Search;No;No;1;6;428;2;Email Opened;Operations Management;Unemployed;No;No;No;No;No;No;;;No
595003;API;Chat;No;No;0;0;0;0;Email Opened;Select;Unemployed;No;No;No;No;No;No;14;15;No
594984;Landing Page Submission;Direct Traffic;No;No;0;9;78;4.5;SMS Sent;Hospitality Management;Unemployed;No;No;No;No;No;No;;;No
594978;API;Chat;No;No;1;10;1290;2;SMS Sent;Travel and Tourism;Unemployed;No;No;No;No;No;No;15;13;Yes
594967;API;Chat;No;No;0;0;0;0;Chat Conversation;Select;Unemployed;No;No;No;No;No;No;15;15;No
594964;API;Google;No;No;0;2;29;2;Email Opened;Select;Unemployed;No;No;No;No;No;No;;;No
594961;API;Organic Search;No;No;1;4;763;2;SMS Sent;Human Resource Management;Unemployed;No;No;No;No;No;No;;;No
594949;Landing Page Submission;Direct Traffic;No;No;0;2;463;2;SMS Sent;Media and Advertising;Unemployed;No;No;No;No;No;No;14;16;Yes
594942;API;Google;No;No;0;2;217;2;Email Opened;Select;Unemployed;No;No;No;No;No;No;11;15;No
594938;Landing Page Submission;Direct Traffic;No;No;0;2;90;2;SMS Sent;Media and Advertising;;No;No;No;No;No;No;;;Yes
594937;API;Google;No;No;0;5;167;5;Email Opened;Finance Management;Unemployed;No;No;No;No;No;No;;;No
594936;Landing Page Submission;Google;No;No;1;3;620;1.5;SMS Sent;IT Projects Management;Working Professional;No;No;No;No;No;No;;;Yes
594933;Landing Page Submission;Google;No;No;0;3;93;3;Page Visited on Website;IT Projects Management;Unemployed;No;No;No;No;No;No;;;No
594919;Landing Page Submission;Organic Search;No;No;0;10;144;5;Email Link Clicked;Hospitality Management;Unemployed;No;No;No;No;No;No;;;No
594910;API;Chat;No;No;1;0;0;0;Email Link Clicked;Select;Unemployed;No;No;No;No;No;No;14;14;No
594884;Landing Page Submission;Organic Search;No;No;1;3;1375;3;SMS Sent;Operations Management;Unemployed;No;No;No;No;No;No;;;Yes
594881;Landing Page Submission;Direct Traffic;No;No;0;2;1396;2;Email Link Clicked;IT Projects Management;Unemployed;No;No;No;No;No;No;;;Yes
594875;Landing Page Submission;Direct Traffic;Yes;No;0;2;247;2;SMS Sent;IT Projects Management;;No;No;No;No;No;No;13;13;Yes
594858;API;Chat;No;No;1;0;0;0;Email Opened;Select;Unemployed;No;No;No;No;No;No;16;13;No
594854;Landing Page Submission;Direct Traffic;No;No;1;4;1063;4;Email Opened;Finance Management;Working Professional;No;No;No;No;No;No;;;Yes
594849;Landing Page Submission;Direct Traffic;Yes;No;0;1;258;1;Email Bounced;Select;Unemployed;No;No;No;No;No;No;;;No
594848;API;Chat;No;No;0;1;170;1;Form Submitted on Website;Human Resource Management;;No;No;No;No;No;No;15;14;No
594837;Landing Page Submission;Direct Traffic;No;No;0;2;219;2;Email Opened;International Business;Unemployed;No;No;No;No;No;No;14;16;Yes
594833;Landing Page Submission;Direct Traffic;No;No;1;3;692;3;SMS Sent;Operations Management;Unemployed;No;No;No;No;No;No;14;17;Yes
594803;Landing Page Submission;Google;No;No;1;4;1647;4;Email Opened;E-COMMERCE;Businessman;No;No;No;No;No;No;;;No
594796;API;Organic Search;No;No;1;8;257;4;Email Opened;Finance Management;Working Professional;No;No;No;No;No;No;;;Yes
594789;API;Organic Search;No;No;1;9;1115;2.25;Email Opened;Hospitality Management;Working Professional;No;No;No;No;No;No;;;No
594786;API;Chat;No;No;0;3;1599;1.5;Form Submitted on Website;Finance Management;Unemployed;No;No;No;No;No;No;12;14;No
594775;Landing Page Submission;Direct Traffic;Yes;No;0;7;1139;2.33;Email Bounced;Operations Management;Unemployed;No;No;No;No;No;No;;;Yes
594771;Landing Page Submission;Direct Traffic;No;No;0;3;341;3;Email Opened;Media and Advertising;Unemployed;No;No;No;No;No;No;13;17;No
594769;API;Organic Search;No;No;1;2;1248;1;Email Opened;Select;Unemployed;No;No;No;No;No;No;;;No
594761;API;Chat;No;No;0;0;0;0;Chat Conversation;Select;Unemployed;No;No;No;No;No;No;17;15;No
594758;API;Chat;No;No;0;0;0;0;Email Opened;Select;Unemployed;No;No;No;No;No;No;13;15;No
594757;API;Chat;No;No;0;0;0;0;Email Opened;;;No;No;No;No;No;No;16;15;No
594744;Landing Page Submission;Direct Traffic;No;No;1;4;1115;1.33;Page Visited on Website;Finance Management;Working Professional;No;No;No;No;No;No;;;Yes
594743;API;Chat;No;No;1;0;0;0;Email Opened;Select;Unemployed;No;No;No;No;No;No;14;15;No
594733;API;Chat;No;No;0;0;0;0;Email Opened;Select;Unemployed;No;No;No;No;No;No;;;No
594718;API;Chat;No;No;0;0;0;0;Email Link Clicked;Select;Unemployed;No;No;No;No;No;No;13;15;No
594705;Landing Page Submission;Direct Traffic;No;No;0;4;73;4;SMS Sent;Supply Chain Management;Unemployed;No;No;No;No;Yes;No;15;17;No
594700;API;Chat;Yes;No;0;0;0;0;Chat Conversation;Select;Unemployed;No;No;No;No;No;No;;;No
594698;Landing Page Submission;Direct Traffic;Yes;No;0;2;1103;2;SMS Sent;IT Projects Management;Unemployed;No;No;No;No;No;No;;;No
594696;API;Google;No;No;0;2;144;2;Page Visited on Website;Select;Unemployed;No;No;No;No;No;No;;;No
594686;Landing Page Submission;Google;No;No;0;3;36;3;Form Submitted on Website;Finance Management;Working Professional;No;No;No;No;No;No;;;No
594679;API;Chat;No;No;0;0;0;0;Email Opened;Select;Unemployed;No;No;No;No;No;No;14;15;No
594671;Landing Page Submission;Direct Traffic;No;No;0;1;290;1;Converted to Lead;Finance Management;Unemployed;No;No;No;No;No;No;;;Yes
594655;API;Organic Search;No;No;0;5;168;2.5;Email Opened;Select;Unemployed;No;No;No;No;No;No;;;No
594650;API;Chat;No;No;0;0;0;0;Email Opened;Select;Unemployed;No;No;No;No;No;No;15;15;No
594647;Landing Page Submission;Direct Traffic;Yes;No;0;2;410;2;Email Bounced;Finance Management;;No;No;No;No;No;No;;;Yes
594646;Landing Page Submission;Google;No;No;1;8;735;8;Email Opened;Supply Chain Management;Working Professional;No;No;No;No;No;No;;;No
594641;API;Chat;No;No;0;0;0;0;Email Link Clicked;;;No;No;No;No;No;No;;;No
594636;API;Chat;No;No;0;0;0;0;Email Opened;;;No;No;No;No;No;No;12;15;No
594630;Landing Page Submission;Organic Search;No;No;0;28;340;4;Email Link Clicked;International Business;Unemployed;No;No;No;No;No;No;;;Yes
594622;API;Google;No;No;0;3;88;1.5;SMS Sent;;;No;No;No;No;No;No;;;No
594617;Landing Page Submission;Direct Traffic;No;No;0;3;515;3;Email Opened;Human Resource Management;;No;No;No;No;No;No;;;Yes
594596;Landing Page Submission;Direct Traffic;No;No;1;5;1295;5;Email Opened;Banking, Investment And Insurance;Student;No;No;No;No;No;No;12;18;Yes
594594;API;Chat;No;No;0;3;1795;1.5;Chat Conversation;Finance Management;Unemployed;No;No;No;No;No;No;;;Yes
594589;API;Chat;No;No;0;0;0;0;Email Opened;Select;Unemployed;No;No;No;No;No;No;14;15;No
594584;API;Google;No;No;1;3;1190;3;SMS Sent;Select;Unemployed;No;No;No;No;No;No;;;No
594569;API;Chat;No;No;0;0;0;0;Email Opened;;;No;No;No;No;No;No;;;No
594568;Landing Page Submission;Organic Search;Yes;No;0;5;623;5;Email Bounced;International Business;Unemployed;No;No;No;No;No;No;;;Yes
594553;Landing Page Submission;Google;No;No;0;3;62;3;Email Link Clicked;Human Resource Management;Unemployed;No;No;No;No;No;No;;;No
594547;Landing Page Submission;Direct Traffic;No;No;0;3;204;3;Chat Conversation;Marketing Management;Unemployed;No;No;No;No;No;No;;;No
594532;API;Chat;No;No;0;0;0;0;Email Link Clicked;Select;Unemployed;No;No;No;No;No;No;14;15;No
594531;Landing Page Submission;Direct Traffic;No;No;1;2;111;2;Email Opened;Healthcare Management;Working Professional;No;No;No;No;No;No;;;Yes
594523;Landing Page Submission;Google;No;No;1;4;752;4;Email Opened;Finance Management;Working Professional;No;No;No;No;No;No;12;15;No
594521;API;Direct Traffic;No;No;1;2;1441;2;SMS Sent;IT Projects Management;Working Professional;No;No;No;No;No;No;;;No
594506;API;Chat;No;No;0;0;0;0;Email Opened;Marketing Management;Working Professional;No;No;No;No;No;No;14;15;No
594504;API;Chat;No;No;0;0;0;0;Email Opened;;;No;No;No;No;No;No;14;15;No
594496;API;Google;No;No;1;10;932;2.5;Page Visited on Website;Business Administration;Unemployed;No;No;No;No;No;No;16;16;No
594486;API;Organic Search;No;No;1;2;869;1;SMS Sent;Operations Management;Working Professional;No;No;No;No;No;No;;;No
594482;Landing Page Submission;Google;No;No;1;4;1529;4;Email Opened;Marketing Management;Unemployed;No;No;No;No;No;No;12;18;No
594464;API;Chat;No;No;0;0;0;0;SMS Sent;;;No;No;No;No;No;No;14;15;No
594456;Lead Add Form;Reference;No;No;1;0;0;0;SMS Sent;Select;Unemployed;No;No;No;No;No;No;14;17;No
594447;API;Chat;No;No;1;1;1186;1;SMS Sent;Operations Management;;No;No;No;No;No;No;12;15;Yes
594428;Landing Page Submission;Direct Traffic;No;No;1;5;484;5;SMS Sent;Banking, Investment And Insurance;;No;No;No;No;No;No;12;18;No
594411;API;Google;No;No;1;2;837;1;SMS Sent;;;No;No;No;No;No;No;;;No
594407;API;Organic Search;No;No;1;3;1228;1.5;SMS Sent;;;No;No;No;No;No;No;;;No
594406;Landing Page Submission;Google;No;No;0;4;228;4;Page Visited on Website;Supply Chain Management;Unemployed;No;No;No;No;No;No;12;17;No
594404;API;Chat;No;No;0;0;0;0;Email Opened;;;No;No;No;No;No;No;14;15;No
594400;API;Google;No;No;0;3;1314;1.5;Email Link Clicked;Select;Unemployed;No;No;No;No;No;No;;;No
594393;Landing Page Submission;Google;No;No;1;4;1098;4;Email Opened;Finance Management;Unemployed;No;No;No;No;No;No;14;18;No
594387;API;Chat;No;No;0;0;0;0;Email Opened;Select;Unemployed;No;No;No;No;No;No;12;15;No
594381;Landing Page Submission;Direct Traffic;No;No;0;5;124;2.5;Page Visited on Website;Human Resource Management;Unemployed;No;No;No;No;No;No;13;17;Yes
594377;Landing Page Submission;Direct Traffic;No;No;0;1;419;1;Converted to Lead;Human Resource Management;Unemployed;No;No;No;No;No;No;13;17;Yes
594374;Landing Page Submission;Direct Traffic;No;No;1;2;861;2;Email Opened;Healthcare Management;Housewife;No;No;No;No;No;No;13;15;Yes
594369;Lead Add Form;Reference;No;No;1;1;938;1;Email Opened;Human Resource Management;Working Professional;No;No;No;No;No;No;14;18;No
594367;API;Direct Traffic;No;No;1;5;306;1.25;Email Opened;Select;Unemployed;No;No;No;No;No;No;;;No
594366;API;Google;No;No;1;4;699;4;SMS Sent;IT Projects Management;;No;No;No;No;No;No;;;No
594361;Landing Page Submission;Google;No;No;1;4;666;2;SMS Sent;Human Resource Management;;No;No;No;No;No;No;13;16;No
594343;Landing Page Submission;Direct Traffic;No;No;0;2;1107;2;Email Opened;Marketing Management;Working Professional;No;No;No;No;No;No;13;16;Yes
594334;Landing Page Submission;Google;No;No;0;5;98;2.5;Form Submitted on Website;Healthcare Management;Unemployed;No;No;No;No;No;No;12;15;No
594329;Landing Page Submission;Google;No;No;1;3;1839;3;Email Opened;Marketing Management;Working Professional;No;No;No;No;No;No;12;17;No
594301;API;Chat;No;No;0;0;0;0;Email Link Clicked;;;No;No;No;No;No;No;14;15;No
594251;Landing Page Submission;Direct Traffic;No;No;1;2;932;2;Email Opened;Operations Management;Unemployed;Yes;No;No;No;No;No;;;No
594241;Landing Page Submission;Direct Traffic;No;No;0;1;86;1;Converted to Lead;Human Resource Management;Unemployed;No;No;No;No;No;No;;;Yes
594221;Landing Page Submission;Organic Search;No;No;0;3;89;1.5;Email Opened;Banking, Investment And Insurance;Student;No;No;No;No;No;No;;;Yes
594222;Landing Page Submission;Direct Traffic;No;No;0;2;37;2;Chat Conversation;IT Projects Management;Student;No;No;No;No;No;No;;;Yes
594218;Landing Page Submission;Direct Traffic;No;No;1;3;1348;3;Email Opened;Human Resource Management;Unemployed;No;No;No;No;No;No;;;Yes
594179;API;Google;No;No;0;1;150;1;Converted to Lead;Select;Unemployed;No;No;No;No;No;No;;;No
594161;Landing Page Submission;Direct Traffic;Yes;No;0;2;712;2;SMS Sent;Healthcare Management;Unemployed;No;No;No;No;No;No;;;Yes
594160;Landing Page Submission;Direct Traffic;No;No;1;2;1764;2;Email Opened;Human Resource Management;Unemployed;No;No;No;No;No;No;;;Yes
594150;Landing Page Submission;Google;No;No;0;3;287;3;Email Opened;Finance Management;Unemployed;No;No;No;No;No;No;;;No
594137;Landing Page Submission;Direct Traffic;No;No;1;5;1816;5;Page Visited on Website;Supply Chain Management;;No;No;No;No;No;No;13;16;No
594128;API;Chat;No;No;0;0;0;0;Email Opened;Select;Unemployed;No;No;No;No;No;No;13;15;No
594120;Landing Page Submission;Organic Search;No;No;0;5;244;5;SMS Sent;Media and Advertising;Unemployed;No;No;No;No;No;No;;;Yes
594111;API;Chat;No;No;0;0;0;0;Email Opened;;;No;No;No;No;No;No;14;15;No
594108;Lead Add Form;Reference;No;No;1;0;0;0;Email Opened;Select;Unemployed;No;No;No;No;No;No;;;No
594106;API;Chat;No;No;0;0;0;0;Email Opened;;;No;No;No;No;No;No;13;15;No
594102;Landing Page Submission;Direct Traffic;Yes;No;0;6;1403;6;Unsubscribed;Supply Chain Management;Unemployed;No;No;No;No;No;No;;;No
594089;Lead Add Form;Reference;No;No;1;1;884;1;Email Opened;Finance Management;Working Professional;No;No;No;No;No;No;;;Yes
594083;Landing Page Submission;Organic Search;No;No;1;4;3;4;SMS Sent;Travel and Tourism;Working Professional;No;No;No;No;No;No;;;Yes
594072;Landing Page Submission;Direct Traffic;No;No;0;4;60;2;Page Visited on Website;Banking, Investment And Insurance;Unemployed;No;No;No;No;No;No;13;18;Yes
594063;Lead Add Form;Reference;No;No;1;0;0;0;Email Opened;Select;Working Professional;No;No;No;No;No;No;;;No
594057;API;Google;No;No;1;2;1599;1;SMS Sent;Supply Chain Management;Working Professional;No;No;No;No;No;No;;;No
594049;Landing Page Submission;Google;No;No;1;2;1508;2;SMS Sent;Human Resource Management;;No;No;No;No;No;No;;;No
594048;API;Chat;No;No;0;0;0;0;Email Opened;;;No;No;No;No;No;No;;;No
594041;Landing Page Submission;Direct Traffic;Yes;No;0;2;150;2;SMS Sent;Finance Management;Unemployed;No;No;No;No;No;No;12;17;No
594037;Landing Page Submission;Direct Traffic;No;No;1;4;1606;4;Email Opened;Human Resource Management;Unemployed;No;No;No;No;No;No;;;Yes
594035;Landing Page Submission;Google;No;No;0;4;30;2;Chat Conversation;IT Projects Management;Unemployed;No;No;No;No;No;No;;;No
594029;Landing Page Submission;Direct Traffic;No;No;0;3;193;3;Chat Conversation;Finance Management;Unemployed;No;No;No;No;No;No;;;Yes
594024;Landing Page Submission;Google;Yes;No;0;5;497;5;Unsubscribed;E-Business;Unemployed;No;No;No;No;No;No;12;16;Yes
594010;Landing Page Submission;Direct Traffic;No;No;0;3;178;1.5;SMS Sent;Finance Management;;No;No;No;No;No;No;;;Yes
594003;API;Chat;No;No;0;0;0;0;Chat Conversation;Select;Unemployed;No;No;No;No;No;No;;;No
593999;API;Organic Search;No;No;1;5;1184;5;SMS Sent;Operations Management;Working Professional;No;No;No;No;No;No;;;No
593992;API;Google;No;No;1;2;1265;2;SMS Sent;Select;Unemployed;No;No;No;No;No;No;;;No
593990;Landing Page Submission;Organic Search;No;No;1;4;1216;4;SMS Sent;Operations Management;Unemployed;No;No;No;No;No;No;;;No
593985;Landing Page Submission;Direct Traffic;No;No;1;5;253;5;Email Opened;Supply Chain Management;Unemployed;No;No;No;No;No;No;;;Yes
593980;API;Chat;No;No;1;0;0;0;Chat Conversation;Supply Chain Management;Unemployed;No;No;No;No;No;No;14;15;No
593977;API;Direct Traffic;No;No;0;2;79;2;Chat Conversation;Select;Unemployed;No;No;No;No;No;No;;;No
593968;Landing Page Submission;Direct Traffic;No;No;0;2;338;2;Email Link Clicked;Finance Management;Unemployed;No;No;No;No;No;No;;;Yes
593961;API;Chat;No;No;1;0;0;0;SMS Sent;Marketing Management;Unemployed;No;No;No;No;No;No;14;15;No
593953;Landing Page Submission;Direct Traffic;No;No;1;3;1298;3;SMS Sent;Supply Chain Management;Unemployed;No;No;No;No;No;No;;;Yes
593946;API;Organic Search;No;No;0;6;1439;6;SMS Sent;;;No;No;No;No;No;No;;;No
593945;Landing Page Submission;Direct Traffic;No;No;1;5;1062;2.5;Email Opened;Human Resource Management;Unemployed;No;No;No;No;No;No;;;No
593929;Lead Add Form;Reference;Yes;No;1;0;0;0;SMS Sent;Select;Unemployed;No;No;No;No;No;No;;;No
593916;API;Direct Traffic;No;No;1;10;1324;2;SMS Sent;Select;Unemployed;No;No;No;No;No;No;;;No
593913;Landing Page Submission;Direct Traffic;No;No;0;1;42;1;Converted to Lead;Human Resource Management;;No;No;No;No;No;No;13;16;Yes
593909;API;Chat;No;No;0;1;192;1;Chat Conversation;;;No;No;No;No;No;No;17;15;No
593891;API;Organic Search;No;No;1;5;1135;2.5;Email Opened;Select;Unemployed;No;No;No;No;No;No;;;No
593876;Landing Page Submission;Direct Traffic;No;No;1;3;177;1.5;SMS Sent;Operations Management;Unemployed;No;No;No;No;No;No;;;Yes
593872;Landing Page Submission;Organic Search;No;No;1;11;1914;3.67;SMS Sent;Business Administration;Unemployed;No;No;No;No;No;No;;;Yes
593868;API;Chat;No;No;0;3;190;3;Chat Conversation;Business Administration;;No;No;No;No;No;No;13;16;No
593866;Landing Page Submission;Direct Traffic;No;No;0;2;126;2;Converted to Lead;Finance Management;;No;No;No;No;No;No;;;Yes
593865;Landing Page Submission;Organic Search;No;No;0;3;504;3;Converted to Lead;Select;;No;No;No;No;No;No;;;No
593864;API;Chat;No;No;1;0;0;0;SMS Sent;Human Resource Management;Working Professional;No;No;No;No;No;No;16;15;No
593860;API;Organic Search;No;No;1;4;816;4;SMS Sent;Marketing Management;Unemployed;No;No;No;No;No;No;;;No
593857;API;Organic Search;No;No;0;1;233;1;Converted to Lead;Select;Unemployed;No;No;No;No;No;No;;;No
593852;Landing Page Submission;Google;No;No;0;5;132;5;SMS Sent;Finance Management;Unemployed;No;No;No;No;No;No;13;18;No
593850;Lead Add Form;Reference;No;No;1;0;0;0;SMS Sent;Select;Unemployed;No;No;No;No;No;No;;;No
593834;Landing Page Submission;Google;No;No;0;2;269;2;SMS Sent;Business Administration;Unemployed;No;No;No;No;No;No;;;No
593831;API;Chat;No;No;0;0;0;0;Email Opened;Select;Unemployed;No;No;No;No;No;No;14;15;No
593828;API;Chat;No;No;0;0;0;0;Email Opened;Select;Unemployed;No;No;No;No;No;No;13;15;No
593829;Landing Page Submission;Direct Traffic;No;No;0;3;1613;3;Email Opened;Business Administration;Unemployed;No;No;No;No;No;No;;;Yes
593827;API;Chat;No;No;0;0;0;0;Chat Conversation;;;No;No;No;No;No;No;;;No
593824;Landing Page Submission;Google;No;No;1;4;1500;4;SMS Sent;IT Projects Management;Unemployed;No;No;No;No;No;No;;;No
593818;Landing Page Submission;Google;No;No;0;4;188;2;Email Opened;Travel and Tourism;Unemployed;No;No;No;No;No;No;;;No
593816;Landing Page Submission;Organic Search;No;No;0;6;360;6;SMS Sent;Human Resource Management;;No;No;No;No;No;No;;;No
593806;Landing Page Submission;Organic Search;Yes;No;0;5;535;2.5;Page Visited on Website;Travel and Tourism;Unemployed;No;No;No;No;No;No;;;No
593802;API;Chat;No;No;1;0;0;0;Email Opened;Select;Unemployed;No;No;No;No;No;No;16;15;No
593801;API;Chat;No;No;0;0;0;0;Chat Conversation;;;No;No;No;No;No;No;17;15;No
593795;Landing Page Submission;Direct Traffic;No;No;1;7;1424;7;SMS Sent;Banking, Investment And Insurance;Unemployed;No;No;No;No;No;No;;;Yes
593790;API;Chat;No;No;0;0;0;0;Chat Conversation;;;No;No;No;No;No;No;17;15;No
593789;Landing Page Submission;Direct Traffic;No;No;1;10;1360;5;Email Opened;Travel and Tourism;Unemployed;No;No;No;No;No;No;;;No
593786;Landing Page Submission;Direct Traffic;No;No;1;5;1457;1.67;SMS Sent;Finance Management;Unemployed;No;No;No;No;No;No;13;16;Yes
593781;Landing Page Submission;Google;No;No;0;3;144;3;Converted to Lead;Marketing Management;Unemployed;No;No;No;No;No;No;;;No
593767;API;Google;No;No;1;2;1809;1;Email Opened;Select;Unemployed;No;No;No;No;No;No;;;No
593765;API;Google;No;No;0;2;70;2;SMS Sent;Select;Unemployed;No;No;No;No;No;No;;;No
593761;API;Google;No;No;0;2;772;1;SMS Sent;Select;Unemployed;No;No;No;No;No;No;;;No
593710;Landing Page Submission;Direct Traffic;No;No;1;7;1762;1.4;Chat Conversation;Finance Management;Student;No;No;No;No;No;No;12;18;Yes
593701;API;Chat;No;No;0;0;0;0;Email Opened;;;No;No;No;No;No;No;16;15;No
593680;Landing Page Submission;Direct Traffic;No;No;0;6;55;3;Email Opened;IT Projects Management;;No;No;No;No;No;No;13;14;Yes
593671;API;Google;No;No;0;3;641;1.5;Email Opened;;;No;No;No;No;No;No;;;No
593665;API;Chat;No;No;0;0;0;0;Chat Conversation;;;No;No;No;No;No;No;17;15;No
593658;Landing Page Submission;Direct Traffic;No;No;0;9;1187;3;Email Link Clicked;International Business;Unemployed;No;No;No;No;No;No;;;No
593651;API;Organic Search;No;No;0;3;1195;3;Email Opened;Select;Unemployed;No;No;No;No;No;No;;;No
593625;Landing Page Submission;Organic Search;No;No;0;3;195;1.5;Email Opened;Media and Advertising;Unemployed;No;No;No;No;No;No;;;Yes
593596;Landing Page Submission;Direct Traffic;Yes;No;0;1;237;1;Email Bounced;Human Resource Management;Unemployed;No;No;No;No;No;No;;;No
593570;Landing Page Submission;Direct Traffic;No;No;0;6;211;6;Email Opened;Finance Management;Unemployed;No;No;No;No;No;No;;;No
593560;API;Chat;No;No;0;0;0;0;Email Opened;Select;Unemployed;No;No;No;No;No;No;15;15;No
593559;API;Organic Search;No;No;0;4;104;2;Email Opened;Finance Management;Unemployed;No;No;No;No;No;No;;;Yes
593555;API;Google;No;No;1;2;28;2;Email Link Clicked;Hospitality Management;Working Professional;No;No;No;No;No;No;;;No
593551;API;Google;No;No;0;2;23;2;Converted to Lead;Select;Unemployed;No;No;No;No;No;No;;;No
593523;API;Google;No;No;0;3;173;1.5;SMS Sent;Select;Unemployed;No;No;No;No;No;No;;;No
593516;API;Chat;No;No;1;0;0;0;SMS Sent;Finance Management;Working Professional;No;No;No;No;No;No;16;15;No
593504;Landing Page Submission;Direct Traffic;No;No;1;2;1153;2;SMS Sent;Business Administration;Unemployed;No;No;No;No;No;No;14;17;No
593502;Landing Page Submission;Direct Traffic;Yes;No;0;2;207;2;Email Opened;IT Projects Management;Unemployed;No;No;No;No;No;No;13;13;Yes
593498;Landing Page Submission;Direct Traffic;No;No;1;4;53;2;SMS Sent;Operations Management;Unemployed;No;No;No;No;No;No;;;No
593482;Landing Page Submission;Direct Traffic;No;No;0;8;698;2;Email Opened;Finance Management;;No;No;No;No;No;No;13;18;Yes
593476;Landing Page Submission;Organic Search;No;No;0;6;170;3;Unreachable;Retail Management;;No;No;No;No;No;No;14;17;Yes
593446;Landing Page Submission;Direct Traffic;No;No;0;1;24;1;Converted to Lead;Supply Chain Management;Unemployed;No;No;No;No;No;No;16;18;Yes
593445;Landing Page Submission;Direct Traffic;No;No;0;2;1293;2;Converted to Lead;IT Projects Management;;No;No;No;No;No;No;15;13;No
593438;Landing Page Submission;Direct Traffic;No;No;0;2;227;2;SMS Sent;Supply Chain Management;Unemployed;No;No;No;No;No;No;14;16;No
593436;Landing Page Submission;Direct Traffic;No;No;1;4;1256;4;SMS Sent;Services Excellence;Working Professional;No;No;No;No;No;No;15;17;Yes
593433;Landing Page Submission;Organic Search;Yes;No;1;7;564;7;SMS Sent;Human Resource Management;;No;No;No;No;No;No;11;18;Yes
593432;API;Chat;No;No;0;0;0;0;Chat Conversation;;;No;No;No;No;No;No;17;15;No
593410;Landing Page Submission;Direct Traffic;No;No;0;4;1106;1.33;Chat Conversation;Retail Management;;No;No;No;No;No;No;12;18;Yes
593407;Landing Page Submission;Direct Traffic;No;No;0;7;423;7;SMS Sent;Business Administration;Unemployed;No;No;No;No;No;No;13;18;Yes
593400;Lead Add Form;;Yes;No;0;;926;;Email Bounced;Select;Unemployed;No;No;No;No;No;No;15;16;No
593398;API;Google;No;No;0;5;431;1.25;Email Opened;Select;Unemployed;No;No;No;No;No;No;;;No
593392;API;Chat;No;No;0;10;947;5;SMS Sent;Retail Management;;No;No;No;No;No;No;15;16;No
593376;Landing Page Submission;Direct Traffic;No;No;0;2;413;2;SMS Sent;Marketing Management;Unemployed;No;No;No;No;No;No;14;16;Yes
593374;Lead Add Form;;Yes;No;1;0;0;0;SMS Sent;Select;Unemployed;No;No;No;No;No;No;14;16;No
593369;Landing Page Submission;Google;No;No;1;3;381;3;SMS Sent;Finance Management;;No;No;No;No;No;No;15;17;No
593368;Landing Page Submission;Google;No;No;0;4;281;2;Email Opened;Operations Management;;No;No;No;No;No;No;11;17;No
593359;Landing Page Submission;Direct Traffic;No;No;0;3;39;3;Converted to Lead;IT Projects Management;;No;No;No;No;No;No;14;15;No
593352;API;Google;Yes;No;0;2;858;2;SMS Sent;;;No;No;No;No;No;No;12;15;No
593339;Landing Page Submission;Direct Traffic;No;No;0;2;423;2;Email Opened;Finance Management;Unemployed;No;No;No;No;No;No;16;18;Yes
593336;API;Chat;Yes;No;0;0;0;0;Email Bounced;Select;Unemployed;No;No;No;No;No;No;15;15;No
593325;Landing Page Submission;Google;No;No;0;4;35;4;Email Opened;Finance Management;Unemployed;No;No;No;No;No;No;16;16;No
593315;API;Direct Traffic;No;No;1;5;209;5;SMS Sent;Select;Unemployed;No;No;No;No;No;No;14;15;No
593314;Landing Page Submission;Google;Yes;No;0;4;89;2;Email Bounced;Human Resource Management;Unemployed;No;No;No;No;No;No;12;17;No
593309;Landing Page Submission;Google;No;No;1;3;1141;3;Email Opened;Supply Chain Management;Unemployed;No;No;No;No;No;No;15;20;No
593306;Landing Page Submission;Direct Traffic;No;No;0;6;277;2;Page Visited on Website;Finance Management;Unemployed;No;No;No;No;No;No;13;18;Yes
593305;Landing Page Submission;Direct Traffic;Yes;No;0;2;16;2;SMS Sent;Human Resource Management;Unemployed;No;No;No;No;No;No;14;18;Yes
593297;API;Chat;No;No;0;0;0;0;Email Link Clicked;;;No;No;No;No;No;No;17;15;No
593292;Landing Page Submission;Organic Search;No;No;1;9;945;3;SMS Sent;Retail Management;Working Professional;No;No;No;No;No;No;15;20;Yes
593282;Landing Page Submission;Direct Traffic;No;No;0;2;65;2;Page Visited on Website;Operations Management;Unemployed;No;No;No;No;No;No;16;17;Yes
593260;Landing Page Submission;Direct Traffic;No;No;0;4;6;4;Email Opened;Human Resource Management;Unemployed;No;No;No;No;No;No;13;18;Yes
593227;API;Google;No;No;0;1;478;1;Converted to Lead;;;No;No;No;No;No;No;14;15;No
593222;API;Chat;No;No;1;3;1083;1.5;SMS Sent;Operations Management;Working Professional;No;No;No;No;No;No;13;16;Yes
593220;Landing Page Submission;Direct Traffic;No;No;0;7;43;3.5;Email Link Clicked;Services Excellence;Unemployed;No;No;No;No;No;No;13;15;No
593211;Lead Add Form;Reference;No;No;1;0;0;0;Email Opened;Healthcare Management;Student;No;No;No;No;No;No;14;13;No
